hashtag_H	cluster_C_leader(userID)	relative_frequency_H_C	frequency_H_in_C	frequency_H_overall	count_H_in_C	count_hashtags_in_C	count_H_entire_dataset	count_hashtags_entire_dataset retweets_hashtag_freqs.tsv
secondopinion	302984766	5.618181	.000309	.000055	1	3227	1	18162
secretsofplayboyae	614600545	5.627272	.000619	.000110	2	3227	2	18162
secu	86010091	7.509090	.001239	.000165	4	3227	3	18162
security	1308267623327518725	1.123636	.000309	.000275	1	3227	5	18162
see	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
seeinggreen	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
seizetheyachts	1921951394	5.630303	.000929	.000165	3	3227	3	18162
selectionsunday	302984766	5.618181	.000309	.000055	1	3227	1	18162
selfcomprrrrrrion	302984766	5.618181	.000309	.000055	1	3227	1	18162
selflove	302984766	5.618181	.000309	.000055	1	3227	1	18162
send	1471037967926018051	1.872727	.000309	.000165	1	3227	3	18162
sendjavelins	1921951394	11.254545	.000619	.000055	2	3227	1	18162
sendnatotoukraine	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
sendstingers	1921951394	11.254545	.000619	.000055	2	3227	1	18162
seoul	45379403	5.618181	.000309	.000055	1	3227	1	18162
sep	45379403	.936363	.000309	.000330	1	3227	6	18162
serco	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
serenawilliams	302984766	5.618181	.000309	.000055	1	3227	1	18162
serenitynow	1921951394	5.618181	.000309	.000055	1	3227	1	18162
servant	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
sesamestreet	614600545	5.618181	.000309	.000055	1	3227	1	18162
sesnsw	2886667320	5.618181	.000309	.000055	1	3227	1	18162
settler	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
severodonetsk	578601744	1.404545	.000309	.000220	1	3227	4	18162
sfu	804582780298412032	5.618181	.000309	.000055	1	3227	1	18162
sfvsgb	614600545	2.813636	.000619	.000220	2	3227	4	18162
sfvslar	614600545	5.618181	.000309	.000055	1	3227	1	18162
shabbatshalom	1308267623327518725	2.809090	.000309	.000110	1	3227	2	18162
shameonrebuplicans	1921951394	11.254545	.000619	.000055	2	3227	1	18162
shametrudeau	86010091	5.618181	.000309	.000055	1	3227	1	18162
shanghai	86010091	1.094349	.002169	.001982	7	3227	36	18162
share	1387010761994682371	.802597	.000309	.000385	1	3227	7	18162
sharkbay	29447428	5.618181	.000309	.000055	1	3227	1	18162
sheikhjarrah	1387010761994682371	2.252727	.001239	.000550	4	3227	10	18162
shoigu	578601744	1.123636	.000309	.000275	1	3227	5	18162
shortage	29447428	5.618181	.000309	.000055	1	3227	1	18162
shows	29447428	5.618181	.000309	.000055	1	3227	1	18162
showusthescience	578601744	1.872727	.000309	.000165	1	3227	3	18162
shutdowncair	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
shutelbitdown	1387010761994682371	.767134	.000929	.001211	3	3227	22	18162
siberia	940778288871542786	1.872727	.000309	.000165	1	3227	3	18162
sickout2savelives	45379403	.702272	.000309	.000440	1	3227	8	18162
sidneypoitier	45379403	1.872727	.000309	.000165	1	3227	3	18162
sigalert	29447428	5.618181	.000309	.000055	1	3227	1	18162
signup	302984766	5.618181	.000309	.000055	1	3227	1	18162
silentweapons	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
silverware	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
similac	302984766	5.618181	.000309	.000055	1	3227	1	18162
simplyred	29447428	5.618181	.000309	.000055	1	3227	1	18162
sista	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
sistasonbet	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
sistersinlaw	1921951394	.703409	.000619	.000880	2	3227	16	18162
sittingducks2022	45379403	5.618181	.000309	.000055	1	3227	1	18162
sixnations	29447428	5.618181	.000309	.000055	1	3227	1	18162
sixthwave	302984766	1.872727	.000309	.000165	1	3227	3	18162
skynetisreal	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
slade	29447428	5.618181	.000309	.000055	1	3227	1	18162
slavaukraine	1921951394	.937436	.000929	.000991	3	3227	18	18162
slavaukraini	578601744	.262943	.001549	.005891	5	3227	107	18162
slavaukrainii	1921951394	2.809090	.000309	.000110	1	3227	2	18162
slavemarket	45379403	5.618181	.000309	.000055	1	3227	1	18162
slavery	1387010761994682371	.936363	.000309	.000330	1	3227	6	18162
slavutych	578601744	5.618181	.000309	.000055	1	3227	1	18162
sleepjoe	86010091	5.618181	.000309	.000055	1	3227	1	18162
slowmo	2886667320	2.809090	.000309	.000110	1	3227	2	18162
smartnews	302984766	.200519	.000309	.001541	1	3227	28	18162
smithforgov	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
smoothie	29447428	5.618181	.000309	.000055	1	3227	1	18162
smr	1387010761994682371	5.627272	.000619	.000110	2	3227	2	18162
snacks	614600545	5.618181	.000309	.000055	1	3227	1	18162
snapchat	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
snapespoint	29447428	5.618181	.000309	.000055	1	3227	1	18162
snellville	614600545	5.618181	.000309	.000055	1	3227	1	18162
snl	1921951394	3.126135	.003098	.000991	10	3227	18	18162
snottie	2886667320	2.809090	.000309	.000110	1	3227	2	18162
snowday	302984766	.936363	.000309	.000330	1	3227	6	18162
socialism	45379403	1.286455	.002479	.001927	8	3227	35	18162
socialist	45379403	3.378181	.000929	.000275	3	3227	5	18162
socialistsunday	1387010761994682371	3.450762	.005887	.001706	19	3227	31	18162
socialjusticeday	578601744	5.618181	.000309	.000055	1	3227	1	18162
socialmedia	1387010761994682371	1.872727	.000309	.000165	1	3227	3	18162
socialmurder	45379403	1.406818	.000619	.000440	2	3227	8	18162
softonrussia	1921951394	1.404545	.000309	.000220	1	3227	4	18162
sohappyithurts	29447428	5.618181	.000309	.000055	1	3227	1	18162
sohosquare	29447428	5.618181	.000309	.000055	1	3227	1	18162
sol	1387010761994682371	2.809090	.000309	.000110	1	3227	2	18162
solana	1471037967926018051	1.872727	.000309	.000165	1	3227	3	18162
solarenergy	2886667320	2.809090	.000309	.000110	1	3227	2	18162
solidarity	45379403	.193609	.000309	.001596	1	3227	29	18162
solihull	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
sometimesyourgcomeout	1921951394	11.254545	.000619	.000055	2	3227	1	18162
somewhereovertherainbow	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
sonicthehedgehog	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
sooooooo	2886667320	2.809090	.000309	.000110	1	3227	2	18162
sosnhs	1387010761994682371	.401298	.000309	.000770	1	3227	14	18162
sotu	614600545	.761677	.005577	.007322	18	3227	133	18162
sotu2022	45379403	.865734	.000619	.000715	2	3227	13	18162
soulsnatchersinc	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
southcarolina	940778288871542786	3.751515	.000619	.000165	2	3227	3	18162
southhams	29447428	2.809090	.000309	.000110	1	3227	2	18162
southkorea	45379403	1.872727	.000309	.000165	1	3227	3	18162
southpark	614600545	5.618181	.000309	.000055	1	3227	1	18162
space	1471037967926018051	.703409	.000619	.000880	2	3227	16	18162
speakerofthehouse	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
speakoutagainstthedrivetowardworldwar3	45379403	5.618181	.000309	.000055	1	3227	1	18162
speakoutagainstworldwar3	45379403	5.618181	.000309	.000055	1	3227	1	18162
speakoutagainstww3	45379403	1.808952	.005577	.003083	18	3227	56	18162
speedo	29447428	5.618181	.000309	.000055	1	3227	1	18162
speers	2886667320	5.618181	.000309	.000055	1	3227	1	18162
spiritofthenba	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
spiritualsunday	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
sports	302984766	1.872727	.000309	.000165	1	3227	3	18162
spotify	1471037967926018051	1.126060	.000929	.000825	3	3227	15	18162
sprawl	302984766	1.872727	.000309	.000165	1	3227	3	18162
spring	1387010761994682371	1.404545	.000309	.000220	1	3227	4	18162
springsteen	45379403	5.618181	.000309	.000055	1	3227	1	18162
spud	2886667320	2.809090	.000309	.000110	1	3227	2	18162
squashbill124	302984766	5.618181	.000309	.000055	1	3227	1	18162
srhr	302984766	5.618181	.000309	.000055	1	3227	1	18162
srilanka	45379403	1.875882	.001859	.000991	6	3227	18	18162
srilankacrisis	45379403	.803896	.000619	.000770	2	3227	14	18162
srilankan	45379403	5.618181	.000309	.000055	1	3227	1	18162
srilankaprotests	45379403	.561818	.000309	.000550	1	3227	10	18162
staff	29447428	5.618181	.000309	.000055	1	3227	1	18162
staffing	29447428	5.618181	.000309	.000055	1	3227	1	18162
stalinism	45379403	2.809090	.000309	.000110	1	3227	2	18162
stand4science	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
standingwithukraine	940778288871542786	.468584	.000619	.001321	2	3227	24	18162
standtogether	578601744	.865734	.000619	.000715	2	3227	13	18162
standupforukraine	578601744	.170154	.000309	.001816	1	3227	33	18162
standwithfreeland	302984766	5.618181	.000309	.000055	1	3227	1	18162
standwithtelaviv	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
standwithtrudeau	302984766	2.809090	.000309	.000110	1	3227	2	18162
standwithukrain	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
standwithukraine	578601744	.192291	.008057	.041900	26	3227	761	18162
standwithukraine️	940778288871542786	.089275	.000929	.010406	3	3227	189	18162
standwithukriane	940778288871542786	.299323	.001549	.005175	5	3227	94	18162
stanfordnurses	45379403	5.618181	.000309	.000055	1	3227	1	18162
stanleytucci	29447428	5.618181	.000309	.000055	1	3227	1	18162
starmer	45379403	.510743	.000309	.000605	1	3227	11	18162
starmerout	45379403	.802597	.000309	.000385	1	3227	7	18162
starstruck	29447428	4.693939	.001549	.000330	5	3227	6	18162
statenisland	45379403	.702272	.000309	.000440	1	3227	8	18162
stateoftheunion	45379403	2.346969	.001549	.000660	5	3227	12	18162
static	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
stay	1471037967926018051	5.627272	.000619	.000110	2	3227	2	18162
staysafe	45379403	.468181	.000309	.000660	1	3227	12	18162
staytuned	1921951394	5.627272	.000619	.000110	2	3227	2	18162
stdavidsday	29447428	5.630303	.000929	.000165	3	3227	3	18162
steelersnation	614600545	5.618181	.000309	.000055	1	3227	1	18162
stephenandanne	29447428	5.618181	.000309	.000055	1	3227	1	18162
stephencolbert	940778288871542786	2.809090	.000309	.000110	1	3227	2	18162
stereochemistry	45379403	5.618181	.000309	.000055	1	3227	1	18162
stevebannon	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
steveharvey	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
stillbringingsunshine	29447428	2.111363	.000929	.000440	3	3227	8	18162
stninians	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
stockholmsyndrom	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
stopcensoringsocialism	45379403	1.299300	.000929	.000715	3	3227	13	18162
stopcovid	45379403	5.618181	.000309	.000055	1	3227	1	18162
stopghostguns	1308267623327518725	1.404545	.000309	.000220	1	3227	4	18162
stopputin	578601744	.124924	.000619	.004955	2	3227	90	18162
stopputinnow	578601744	.200940	.001239	.006166	4	3227	112	18162
stopputinswar	578601744	.750303	.000619	.000825	2	3227	15	18162
stoprussia	578601744	.341996	.003408	.009965	11	3227	181	18162
stoprussianaggression	2886667320	.151693	.000309	.002037	1	3227	37	18162
stopthe413	302984766	1.404545	.000309	.000220	1	3227	4	18162
stopthebradfordbyprrrrrr	302984766	1.404545	.000309	.000220	1	3227	4	18162
stopthegrind	29447428	3.218181	.001239	.000385	4	3227	7	18162
stoptheharm	118166719	5.618181	.000309	.000055	1	3227	1	18162
stopthewar	45379403	.703255	.000929	.001321	3	3227	24	18162
stopvaccinemandates	804582780298412032	5.618181	.000309	.000055	1	3227	1	18162
storesjp	1387010761994682371	5.630303	.000929	.000165	3	3227	3	18162
storm	45379403	2.250909	.000619	.000275	2	3227	5	18162
stormdudley	29447428	4.023376	.001549	.000385	5	3227	7	18162
stormeunice	29447428	2.225602	.005268	.002367	17	3227	43	18162
stormfranklin	29447428	3.378181	.000929	.000275	3	3227	5	18162
stormhour	45379403	1.125454	.000619	.000550	2	3227	10	18162
stormsceptic	45379403	5.618181	.000309	.000055	1	3227	1	18162
stpatricksday	29447428	1.023140	.000619	.000605	2	3227	11	18162
strategy	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
stress	302984766	1.123636	.000309	.000275	1	3227	5	18162
strike	45379403	1.501818	.001239	.000825	4	3227	15	18162
strike4safeschools	45379403	.468181	.000309	.000660	1	3227	12	18162
striking	45379403	2.809090	.000309	.000110	1	3227	2	18162
stroke	302984766	2.809090	.000309	.000110	1	3227	2	18162
studentlivesmatter	45379403	5.618181	.000309	.000055	1	3227	1	18162
studentnurses	118166719	5.618181	.000309	.000055	1	3227	1	18162
students	45379403	.802597	.000309	.000385	1	3227	7	18162
su34	578601744	5.618181	.000309	.000055	1	3227	1	18162
success	29447428	1.404545	.000309	.000220	1	3227	4	18162
suegray	1229752606714728454	1.535537	.000929	.000605	3	3227	11	18162
suegrayday	29447428	1.406818	.000619	.000440	2	3227	8	18162
suegrayreport	29447428	.912616	.001859	.002037	6	3227	37	18162
suicidal	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
suicideawareness	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
summerwells	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
sumy	578601744	.511563	.000929	.001816	3	3227	33	18162
sunakandsunak	29447428	5.618181	.000309	.000055	1	3227	1	18162
sundaybrunch	29447428	5.618181	.000309	.000055	1	3227	1	18162
sundayinspiration	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
sundaymorning	29447428	.337450	.000929	.002753	3	3227	50	18162
sundaysmile	29447428	1.404545	.000309	.000220	1	3227	4	18162
sunflowersonyourtable	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
sunrise	29447428	1.689090	.000929	.000550	3	3227	10	18162
sunset	29447428	3.754545	.001239	.000330	4	3227	6	18162
sunsets	29447428	2.809090	.000309	.000110	1	3227	2	18162
supafriends	1471037967926018051	2.809090	.000309	.000110	1	3227	2	18162
superbowl	614600545	1.986111	.003718	.001872	12	3227	34	18162
superbowlhalftimeshow	614600545	5.618181	.000309	.000055	1	3227	1	18162
superbowllvi	614600545	2.809090	.000309	.000110	1	3227	2	18162
superfan	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
superrich	45379403	5.618181	.000309	.000055	1	3227	1	18162
surrealism	45379403	2.809090	.000309	.000110	1	3227	2	18162
sustainable	2886667320	1.872727	.000309	.000165	1	3227	3	18162
svfa	302984766	5.618181	.000309	.000055	1	3227	1	18162
swabyourthroat	45379403	2.809090	.000309	.000110	1	3227	2	18162
sweden	578601744	.562216	.000619	.001101	2	3227	20	18162
swedish	578601744	2.809090	.000309	.000110	1	3227	2	18162
sweepstakes	614600545	2.809090	.000309	.000110	1	3227	2	18162
swift	1921951394	.624621	.000619	.000991	2	3227	18	18162
swiss	1387010761994682371	1.872727	.000309	.000165	1	3227	3	18162
swissbankcoin	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
swtawards	29447428	5.618181	.000309	.000055	1	3227	1	18162
sxsw	302984766	1.404545	.000309	.000220	1	3227	4	18162
sydney	1387010761994682371	2.809090	.000309	.000110	1	3227	2	18162
sydneyfestival	578601744	5.618181	.000309	.000055	1	3227	1	18162
sydneyfloods	2886667320	2.809090	.000309	.000110	1	3227	2	18162
symptoms	302984766	5.627272	.000619	.000110	2	3227	2	18162
synagogue	1308267623327518725	5.627272	.000619	.000110	2	3227	2	18162
syria	578601744	1.060279	.004028	.003799	13	3227	69	18162
syrian	578601744	1.872727	.000309	.000165	1	3227	3	18162
syrianrefugees	578601744	5.618181	.000309	.000055	1	3227	1	18162
syrians	578601744	5.618181	.000309	.000055	1	3227	1	18162
t2d	302984766	5.618181	.000309	.000055	1	3227	1	18162
tacobell	614600545	5.618181	.000309	.000055	1	3227	1	18162
tactical	45379403	5.618181	.000309	.000055	1	3227	1	18162
taiwan	578601744	.661324	.000619	.000936	2	3227	17	18162
tajikistan	578601744	5.618181	.000309	.000055	1	3227	1	18162
takeflight	614600545	5.618181	.000309	.000055	1	3227	1	18162
takemymoney	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
takingthestand	614600545	2.809090	.000309	.000110	1	3227	2	18162
taliban	578601744	.936363	.000309	.000330	1	3227	6	18162
talktv	29447428	3.755151	.003098	.000825	10	3227	15	18162
tamaralich	86010091	2.111363	.000929	.000440	3	3227	8	18162
tamilnadu	45379403	2.809090	.000309	.000110	1	3227	2	18162
tampa	1471037967926018051	2.809090	.000309	.000110	1	3227	2	18162
taronegerton	29447428	2.809090	.000309	.000110	1	3227	2	18162
tashak	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
tastytuesday	29447428	5.618181	.000309	.000055	1	3227	1	18162
tattoo	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
tb	45379403	3.751515	.000619	.000165	2	3227	3	18162
tbt	614600545	1.689090	.000929	.000550	3	3227	10	18162
tcsnycmarathon	29447428	5.618181	.000309	.000055	1	3227	1	18162
tea	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
teacher	302984766	1.404545	.000309	.000220	1	3227	4	18162
teacherlife	45379403	5.618181	.000309	.000055	1	3227	1	18162
teachers	45379403	1.468404	.001859	.001266	6	3227	23	18162
teacherstrike	45379403	1.872727	.000309	.000165	1	3227	3	18162
teachertwitter	45379403	.374545	.000309	.000825	1	3227	15	18162
teamcanada	302984766	3.899300	.002788	.000715	9	3227	13	18162
teamjustice	1921951394	1.125454	.000619	.000550	2	3227	10	18162
teamlossie	29447428	5.618181	.000309	.000055	1	3227	1	18162
tegnell	45379403	5.618181	.000309	.000055	1	3227	1	18162
tel_aviv	804582780298412032	5.618181	.000309	.000055	1	3227	1	18162
telaviv	1308267623327518725	4.828571	.001859	.000385	6	3227	7	18162
television	45379403	5.618181	.000309	.000055	1	3227	1	18162
tellthetruth	1387010761994682371	2.809090	.000309	.000110	1	3227	2	18162
ternopil	614600545	5.618181	.000309	.000055	1	3227	1	18162
terror	1308267623327518725	2.809090	.000309	.000110	1	3227	2	18162
terryfoxfoundation	302984766	5.618181	.000309	.000055	1	3227	1	18162
tether	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
texans	940778288871542786	3.751515	.000619	.000165	2	3227	3	18162
texas	940778288871542786	.785382	.001859	.002367	6	3227	43	18162
texasfreeze	578601744	1.123636	.000309	.000275	1	3227	5	18162
texasgovernor	940778288871542786	5.627272	.000619	.000110	2	3227	2	18162
tfg	940778288871542786	.661324	.000619	.000936	2	3227	17	18162
thames	29447428	2.809090	.000309	.000110	1	3227	2	18162
thankarepublican	940778288871542786	.510743	.000309	.000605	1	3227	11	18162
thankyou	614600545	.936363	.000309	.000330	1	3227	6	18162
thankyoumarshall	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
thankyoutom	1921951394	11.254545	.000619	.000055	2	3227	1	18162
thatcherite	45379403	5.618181	.000309	.000055	1	3227	1	18162
thatsall	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
theapprentice	29447428	4.381818	.002169	.000495	7	3227	9	18162
theatre	45379403	5.627272	.000619	.000110	2	3227	2	18162
thebachelor	614600545	4.225000	.001859	.000440	6	3227	8	18162
thebachelorettesa	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
thebatman	29447428	1.123636	.000309	.000275	1	3227	5	18162
thebiggest	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
theconglomerate	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
thecookbook	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
thecoughingmp	29447428	5.618181	.000309	.000055	1	3227	1	18162
thecrown	1387010761994682371	5.627272	.000619	.000110	2	3227	2	18162
thedrum	2886667320	.224563	.000309	.001376	1	3227	25	18162
theescapeclause	1387010761994682371	.802597	.000309	.000385	1	3227	7	18162
thefirst48	614600545	5.618181	.000309	.000055	1	3227	1	18162
thefreds	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
thegazayoudontsee	1308267623327518725	2.809090	.000309	.000110	1	3227	2	18162
thegn	29447428	5.618181	.000309	.000055	1	3227	1	18162
thegnshow	29447428	3.620779	.002788	.000770	9	3227	14	18162
thegodfather50	29447428	5.618181	.000309	.000055	1	3227	1	18162
thegoldengirls	29447428	2.809090	.000309	.000110	1	3227	2	18162
thegreatbritishmortgageswindle	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
thegreattranslationmovement	86010091	5.618181	.000309	.000055	1	3227	1	18162
thekardashians	614600545	2.809090	.000309	.000110	1	3227	2	18162
thelittlethings	29447428	5.618181	.000309	.000055	1	3227	1	18162
themasters	614600545	5.618181	.000309	.000055	1	3227	1	18162
theo2	29447428	5.618181	.000309	.000055	1	3227	1	18162
theodoreedgecomb	614600545	2.813636	.000619	.000220	2	3227	4	18162
theoneshow	29447428	2.809090	.000309	.000110	1	3227	2	18162
theredwall	29447428	5.618181	.000309	.000055	1	3227	1	18162
thereidout	614600545	.374924	.000619	.001651	2	3227	30	18162
theresienstadt	1921951394	1.607792	.000619	.000385	2	3227	7	18162
thesimpletruth	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
thesurvivor	1308267623327518725	5.618181	.000309	.000055	1	3227	1	18162
thetalk	29447428	2.809090	.000309	.000110	1	3227	2	18162
thetimes	29447428	5.618181	.000309	.000055	1	3227	1	18162
thetruth	1387010761994682371	5.627272	.000619	.000110	2	3227	2	18162
theview	614600545	2.175061	.005268	.002422	17	3227	44	18162
thevillages	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
theyarechildren	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
theycallmemagic	614600545	5.618181	.000309	.000055	1	3227	1	18162
thinkagain	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
thinkon	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
thisisnotadrill	1387010761994682371	1.404545	.000309	.000220	1	3227	4	18162
thisisourbbc	29447428	5.618181	.000309	.000055	1	3227	1	18162
thismonthincovidhistory	614600545	5.618181	.000309	.000055	1	3227	1	18162
thismorning	29447428	2.813636	.000619	.000220	2	3227	4	18162
thorium	1387010761994682371	5.627272	.000619	.000110	2	3227	2	18162
thread	578601744	.624621	.000619	.000991	2	3227	18	18162
thrnews	29447428	5.618181	.000309	.000055	1	3227	1	18162
throwback	614600545	2.809090	.000309	.000110	1	3227	2	18162
thugs	86010091	5.618181	.000309	.000055	1	3227	1	18162
tigray	940778288871542786	.510743	.000309	.000605	1	3227	11	18162
tiktok	1471037967926018051	2.253333	.001859	.000825	6	3227	15	18162
tiktokbop	1471037967926018051	5.627272	.000619	.000110	2	3227	2	18162
tillthewheelsfalloff	614600545	5.618181	.000309	.000055	1	3227	1	18162
timetotakeaction	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
timetotalk	29447428	5.618181	.000309	.000055	1	3227	1	18162
tinyneighborhoodbannedbooklibrary	940778288871542786	5.618181	.000309	.000055	1	3227	1	18162
tmomm	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
tmommfilm	1387010761994682371	2.809090	.000309	.000110	1	3227	2	18162
toastart	29447428	5.618181	.000309	.000055	1	3227	1	18162
togetherblue	614600545	5.618181	.000309	.000055	1	3227	1	18162
togetherstronger	29447428	5.618181	.000309	.000055	1	3227	1	18162
tommyrobinson	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
tomorrowspaperstoday	29447428	2.381462	.010226	.004294	33	3227	78	18162
tonga	29447428	.649196	.000929	.001431	3	3227	26	18162
tongue	1387010761994682371	5.618181	.000309	.000055	1	3227	1	18162
tonyblair	29447428	2.809090	.000309	.000110	1	3227	2	18162
topoli	86010091	5.627272	.000619	.000110	2	3227	2	18162
torbay	29447428	5.618181	.000309	.000055	1	3227	1	18162
tornado	29447428	1.876767	.000929	.000495	3	3227	9	18162
toronto	1387010761994682371	3.016223	.004648	.001541	15	3227	28	18162
torontoconvoy	578601744	2.250909	.000619	.000275	2	3227	5	18162
torontooccupation	578601744	2.809090	.000309	.000110	1	3227	2	18162
torontoresponds	578601744	5.618181	.000309	.000055	1	3227	1	18162
torquay	29447428	4.505454	.001239	.000275	4	3227	5	18162
torybritain	45379403	.330128	.000309	.000936	1	3227	17	18162
torycorruption	1229752606714728454	.103935	.000309	.002973	1	3227	54	18162
torycovidcatastrophe	45379403	.591778	.000619	.001046	2	3227	19	18162
torycoviddisaster	45379403	.591778	.000619	.001046	2	3227	19	18162
torycriminals	1229752606714728454	.936363	.000309	.000330	1	3227	6	18162
torysleaze	1229752606714728454	.802597	.000309	.000385	1	3227	7	18162
totp	29447428	5.630303	.000929	.000165	3	3227	3	18162
tourism	29447428	1.404545	.000309	.000220	1	3227	4	18162
touthao	614600545	5.618181	.000309	.000055	1	3227	1	18162
tracibraxton	614600545	5.627272	.000619	.000110	2	3227	2	18162
tradeunions	45379403	2.809090	.000309	.000110	1	3227	2	18162
train	29447428	5.618181	.000309	.000055	1	3227	1	18162
traindriver	45379403	5.618181	.000309	.000055	1	3227	1	18162
trainstation	29447428	5.618181	.000309	.000055	1	3227	1	18162
traitor	1387010761994682371	1.123636	.000309	.000275	1	3227	5	18162
transitequityday	1308267623327518725	2.809090	.000309	.000110	1	3227	2	18162
transmountain	118166719	5.618181	.000309	.000055	1	3227	1	18162
transparency	86010091	1.872727	.000309	.000165	1	3227	3	18162
travel	29447428	.432167	.000309	.000715	1	3227	13	18162
traviemccoy	29447428	5.618181	.000309	.000055	1	3227	1	18162
travisreinking	614600545	4.929545	.002169	.000440	7	3227	8	18162
trending	29447428	1.872727	.000309	.000165	1	3227	3	18162
trendsetteroutnow	1471037967926018051	5.618181	.000309	.000055	1	3227	1	18162
triggerpoint	29447428	3.754545	.001239	.000330	4	3227	6	18162
triplezero	2886667320	5.618181	.000309	.000055	1	3227	1	18162
trotsky	45379403	2.250909	.000619	.000275	2	3227	5	18162
trotskyist	45379403	5.618181	.000309	.000055	1	3227	1	18162
truckerconvoy	86010091	1.123636	.000309	.000275	1	3227	5	18162
truckerconvoy2022	86010091	1.875757	.000619	.000330	2	3227	6	18162
truckers	302984766	.624242	.000309	.000495	1	3227	9	18162
truckers4freedom	804582780298412032	2.809090	.000309	.000110	1	3227	2	18162
truckersconvoy	302984766	1.023140	.000619	.000605	2	3227	11	18162
truckersconvoy2022	86010091	1.406902	.001549	.001101	5	3227	20	18162
truckersforfreedom	804582780298412032	.888145	.000929	.001046	3	3227	19	18162
truckersforfreedom2022	86010091	2.293405	.003408	.001486	11	3227	27	18162
truckersgohome	302984766	.401298	.000309	.000770	1	3227	14	18162
truckersnottrudeau	804582780298412032	1.404545	.000309	.000220	1	3227	4	18162
trudeau	86010091	4.332867	.003098	.000715	10	3227	13	18162
trudeaudictatorship	86010091	5.618181	.000309	.000055	1	3227	1	18162
trudeaudictatorshipmustgo	804582780298412032	.624242	.000309	.000495	1	3227	9	18162
trudeaufailedcanada	86010091	2.809090	.000309	.000110	1	3227	2	18162
trudeauhasgottogo	86010091	3.751515	.000619	.000165	2	3227	3	18162
trudeaumustgo	86010091	2.629090	.002169	.000825	7	3227	15	18162
trudeaunationaldisgrace	86010091	2.816363	.001549	.000550	5	3227	10	18162
trudeauswaronworkingpeople	804582780298412032	5.618181	.000309	.000055	1	3227	1	18162
trudeauthetyrant	86010091	2.815151	.000929	.000330	3	3227	6	18162
trudeautyranny	86010091	.624242	.000309	.000495	1	3227	9	18162
